"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 08 08:49:41 GMT 2024","Mon Jan 08 08:49:42 GMT 2024","1314","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain","","","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain",""
"passed","Mon Jan 08 08:49:46 GMT 2024","Mon Jan 08 08:49:46 GMT 2024","666","","CliKintoneTest-17 Should return the error message when the user information is incorrect","","","","CliKintoneTest-17 Should return the error message when the user information is incorrect",""
"passed","Mon Jan 08 08:49:41 GMT 2024","Mon Jan 08 08:49:41 GMT 2024","102","","CliKintoneTest-4 Should return the help description by --help","","","","CliKintoneTest-4 Should return the help description by --help",""
"passed","Mon Jan 08 08:49:42 GMT 2024","Mon Jan 08 08:49:42 GMT 2024","99","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS","","","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS",""
"passed","Mon Jan 08 08:49:43 GMT 2024","Mon Jan 08 08:49:43 GMT 2024","106","","CliKintoneTest-10 Should return the error message when lacking of --app option","","","","CliKintoneTest-10 Should return the error message when lacking of --app option",""
"passed","Mon Jan 08 08:49:41 GMT 2024","Mon Jan 08 08:49:41 GMT 2024","97","","CliKintoneTest-3 Should return the cli-kintone version in correct format when using `cli-kintone --version`","","","","CliKintoneTest-3 Should return the cli-kintone version in correct format when using `cli-kintone --version`",""
"passed","Mon Jan 08 08:49:40 GMT 2024","Mon Jan 08 08:49:41 GMT 2024","113","","CliKintoneTest-1 Should return the error message when specifying unknown option","","","","CliKintoneTest-1 Should return the error message when specifying unknown option",""
"passed","Mon Jan 08 08:49:43 GMT 2024","Mon Jan 08 08:49:43 GMT 2024","107","","CliKintoneTest-11 Should return the error message when lacking the value of --app option","","","","CliKintoneTest-11 Should return the error message when lacking the value of --app option",""
"passed","Mon Jan 08 08:49:41 GMT 2024","Mon Jan 08 08:49:41 GMT 2024","103","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand","","","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand",""
"passed","Mon Jan 08 08:49:41 GMT 2024","Mon Jan 08 08:49:41 GMT 2024","109","","CliKintoneTest-5 Should return the error message when lacking of --base-url option","","","","CliKintoneTest-5 Should return the error message when lacking of --base-url option",""
"passed","Mon Jan 08 08:49:45 GMT 2024","Mon Jan 08 08:49:46 GMT 2024","705","","CliKintoneTest-15 Should return the error message when the API token is incorrect","","","","CliKintoneTest-15 Should return the error message when the API token is incorrect",""
"passed","Mon Jan 08 08:49:44 GMT 2024","Mon Jan 08 08:49:45 GMT 2024","740","","CliKintoneTest-14 Should return the error message when no authorized information","","","","CliKintoneTest-14 Should return the error message when no authorized information",""
"passed","Mon Jan 08 08:49:42 GMT 2024","Mon Jan 08 08:49:43 GMT 2024","98","","CliKintoneTest-9 Should return the error message when the baseUrl is not URL format","","","","CliKintoneTest-9 Should return the error message when the baseUrl is not URL format",""
"passed","Mon Jan 08 08:49:43 GMT 2024","Mon Jan 08 08:49:43 GMT 2024","687","","CliKintoneTest-12 Should return the error message when the app doesn't exist","","","","CliKintoneTest-12 Should return the error message when the app doesn't exist",""
"passed","Mon Jan 08 08:49:47 GMT 2024","Mon Jan 08 08:49:48 GMT 2024","685","","CliKintoneTest-19 Should return the error message when incorrect authorization information (password)","","","","CliKintoneTest-19 Should return the error message when incorrect authorization information (password)",""
"passed","Mon Jan 08 08:49:46 GMT 2024","Mon Jan 08 08:49:47 GMT 2024","643","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)","","","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)",""
"passed","Mon Jan 08 08:49:43 GMT 2024","Mon Jan 08 08:49:44 GMT 2024","694","","CliKintoneTest-13 Should return the error message when missing the --guest-space-id option and the app is in a guest space.","","","","CliKintoneTest-13 Should return the error message when missing the --guest-space-id option and the app is in a guest space.",""
