"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 08 08:07:13 GMT 2024","Mon Jan 08 08:07:14 GMT 2024","103","","CliKintoneTest-9 Should return the error message when the baseUrl is not URL format","","","","CliKintoneTest-9 Should return the error message when the baseUrl is not URL format",""
"passed","Mon Jan 08 08:07:14 GMT 2024","Mon Jan 08 08:07:14 GMT 2024","113","","CliKintoneTest-10 Should return the error message when lacking of --app option","","","","CliKintoneTest-10 Should return the error message when lacking of --app option",""
"passed","Mon Jan 08 08:07:15 GMT 2024","Mon Jan 08 08:07:15 GMT 2024","476","","CliKintoneTest-14 Should return the error message when no authorized information","","","","CliKintoneTest-14 Should return the error message when no authorized information",""
"passed","Mon Jan 08 08:07:14 GMT 2024","Mon Jan 08 08:07:15 GMT 2024","514","","CliKintoneTest-13 Should return the error message when missing the --guest-space-id option and the app is in a guest space.","","","","CliKintoneTest-13 Should return the error message when missing the --guest-space-id option and the app is in a guest space.",""
"passed","Mon Jan 08 08:07:12 GMT 2024","Mon Jan 08 08:07:12 GMT 2024","114","","CliKintoneTest-5 Should return the error message when lacking of --base-url option","","","","CliKintoneTest-5 Should return the error message when lacking of --base-url option",""
"passed","Mon Jan 08 08:07:12 GMT 2024","Mon Jan 08 08:07:13 GMT 2024","951","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain","","","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain",""
"passed","Mon Jan 08 08:07:13 GMT 2024","Mon Jan 08 08:07:13 GMT 2024","103","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS","","","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS",""
"passed","Mon Jan 08 08:07:12 GMT 2024","Mon Jan 08 08:07:12 GMT 2024","99","","CliKintoneTest-3 Should return the cli-kintone version in correct format when using `cli-kintone --version`","","","","CliKintoneTest-3 Should return the cli-kintone version in correct format when using `cli-kintone --version`",""
"passed","Mon Jan 08 08:07:12 GMT 2024","Mon Jan 08 08:07:12 GMT 2024","120","","CliKintoneTest-1 Should return the error message when specifying unknown option","","","","CliKintoneTest-1 Should return the error message when specifying unknown option",""
"passed","Mon Jan 08 08:07:12 GMT 2024","Mon Jan 08 08:07:12 GMT 2024","110","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand","","","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand",""
"passed","Mon Jan 08 08:07:14 GMT 2024","Mon Jan 08 08:07:14 GMT 2024","112","","CliKintoneTest-11 Should return the error message when lacking the value of --app option","","","","CliKintoneTest-11 Should return the error message when lacking the value of --app option",""
"passed","Mon Jan 08 08:07:14 GMT 2024","Mon Jan 08 08:07:14 GMT 2024","508","","CliKintoneTest-12 Should return the error message when the app doesn't exist","","","","CliKintoneTest-12 Should return the error message when the app doesn't exist",""
"passed","Mon Jan 08 08:07:16 GMT 2024","Mon Jan 08 08:07:17 GMT 2024","485","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)","","","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)",""
"passed","Mon Jan 08 08:07:16 GMT 2024","Mon Jan 08 08:07:16 GMT 2024","480","","CliKintoneTest-17 Should return the error message when the user information is incorrect","","","","CliKintoneTest-17 Should return the error message when the user information is incorrect",""
"passed","Mon Jan 08 08:07:15 GMT 2024","Mon Jan 08 08:07:16 GMT 2024","479","","CliKintoneTest-15 Should return the error message when the API token is incorrect","","","","CliKintoneTest-15 Should return the error message when the API token is incorrect",""
"passed","Mon Jan 08 08:07:17 GMT 2024","Mon Jan 08 08:07:17 GMT 2024","517","","CliKintoneTest-19 Should return the error message when incorrect authorization information (password)","","","","CliKintoneTest-19 Should return the error message when incorrect authorization information (password)",""
"passed","Mon Jan 08 08:07:12 GMT 2024","Mon Jan 08 08:07:12 GMT 2024","104","","CliKintoneTest-4 Should return the help description by --help","","","","CliKintoneTest-4 Should return the help description by --help",""
