"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","16","convertFieldValue","","","","","[6] convert MULTI_LINE_TEXT field correctly",""
"passed","Mon Jan 22 06:32:53 GMT 2024","Mon Jan 22 06:32:53 GMT 2024","4","buildHeaderFields","","","","","should generate fieldCode array correctly (data without subtable)",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","11","convertFieldValue","","","","","[12] convert DATE field correctly",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","25","convertFieldValue","","","","","[18] convert FILE field correctly",""
"passed","Mon Jan 22 06:33:53 GMT 2024","Mon Jan 22 06:33:53 GMT 2024","11","api","","","","","should pass apiToken to the apiClient correctly",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","14","convertFieldValue","","","","","[20] convert DATETIME field correctly",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","10","createSchema","","","","","userSelected should create schema correctly",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","16","convertFieldValue","","","","","[5] convert NUMBER field correctly",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","11","convertFieldValue","","","","","[9] convert CHECK_BOX field correctly",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","21","convertFieldValue","","","","","[24] convert ORGANIZATION_SELECT field correctly",""
"passed","Mon Jan 22 06:33:59 GMT 2024","Mon Jan 22 06:34:00 GMT 2024","1145","main","","","","","should throw error when an undefined argument is passed",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","13","convertFieldValue","","","","","[21] convert USER_SELECT field correctly",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","7","hasAppCode","","","","","should pass (input: 123, appCode: , result: false)",""
"passed","Mon Jan 22 06:34:02 GMT 2024","Mon Jan 22 06:34:02 GMT 2024","23","hasAppCode","","","","","should throw with invalid error (input: App-123, appCode: )",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","19","upsertRecords","","","","","should upsert records correctly with record number on kintone has app code",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","17","convertFieldValue","","","","","[8] convert LINK field correctly",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","9","DeleteAllRecordsError","","","","","should return error message",""
"passed","Mon Jan 22 06:32:54 GMT 2024","Mon Jan 22 06:32:55 GMT 2024","805","main","","","","","should throw error when required arguments are missing",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","19","convertFieldValue","","","","","[5] convert RICH_TEXT field correctly",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","29","convertFieldValue","","","","","[26] convert GROUP_SELECT field correctly",""
"passed","Mon Jan 22 06:34:02 GMT 2024","Mon Jan 22 06:34:02 GMT 2024","11","logHandler","","","","","should set ""none"" to the log config level when log-level argument is ""none""",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","14","convertFieldValue","","","","","[23] convert ORGANIZATION_SELECT field correctly",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","15","convertFieldValue","","","","","[3] convert UPDATED_TIME field correctly",""
"passed","Mon Jan 22 06:32:51 GMT 2024","Mon Jan 22 06:32:51 GMT 2024","35","upsertRecords","","","","","should upsert records correctly with non-updatable fields",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","50","upsertRecords","","","","","should throw error when update key field does not exist on input record",""
"passed","Mon Jan 22 06:32:57 GMT 2024","Mon Jan 22 06:32:57 GMT 2024","6","createSchema","","","","","userSelected should create schema correctly with updateKey",""
"passed","Mon Jan 22 06:33:51 GMT 2024","Mon Jan 22 06:33:51 GMT 2024","10","getRecords","","","","","should not be failed",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","9","DeleteRecordsError","","","","","should return error message",""
"passed","Mon Jan 22 06:32:57 GMT 2024","Mon Jan 22 06:32:57 GMT 2024","5","createSchema","","","","","should create schema correctly",""
"passed","Mon Jan 22 06:33:58 GMT 2024","Mon Jan 22 06:33:58 GMT 2024","6","AddRecordsError","","","","","should return error message",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","19","convertFieldValue","","","","","[17] convert DATE field correctly",""
"skipped","Mon Jan 22 06:33:52 GMT 2024","Mon Jan 22 06:33:52 GMT 2024","27","getRecords","","","","","can download files including special characters",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","15","convertFieldValue","","","","","[26] convert GROUP_SELECT field correctly",""
"passed","Mon Jan 22 06:34:01 GMT 2024","Mon Jan 22 06:34:01 GMT 2024","44","File Generator functions","","","","","should throw error when generating unsupported file extension",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","11","convertFieldValue","","","","","[11] convert DROP_DOWN field correctly",""
"passed","Mon Jan 22 06:34:04 GMT 2024","Mon Jan 22 06:34:04 GMT 2024","10","createSchema","","","","","userSelected should create schema correctly",""
"passed","Mon Jan 22 06:33:51 GMT 2024","Mon Jan 22 06:33:51 GMT 2024","217","getRecords","","","","","can download files including special characters in subTable",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","19","upsertRecords","","","","","should upsert records correctly with record numbers on local and kintone have app code",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","8","logHandler","","","","","should set ""warn"" to the log config level when log-level argument is ""warn""",""
"passed","Mon Jan 22 06:33:53 GMT 2024","Mon Jan 22 06:33:53 GMT 2024","22","api","","","","","should pass information of client certificate and proxy server to the apiClient correctly",""
"passed","Mon Jan 22 06:33:56 GMT 2024","Mon Jan 22 06:33:56 GMT 2024","7","Helper functions","generateCsvRow","","","","should generate CSV row correctly",""
"passed","Mon Jan 22 06:33:56 GMT 2024","Mon Jan 22 06:33:56 GMT 2024","8","Helper functions","replacePlaceholders","","","","should replace placeholders correctly",""
"passed","Mon Jan 22 06:32:56 GMT 2024","Mon Jan 22 06:32:56 GMT 2024","14","hasAppCode","","","","","should throw with invalid error (input: App-123, appCode: )",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","53","upsertRecords","","","","","should upsert records correctly with a Record Number field even if the Record Number field isn't specified as update key",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","15","convertFieldValue","","","","","[0] convert CREATOR field correctly",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","46","upsertRecords","","","","","should throw error when unsupported field is passed as update key",""
"passed","Mon Jan 22 06:34:05 GMT 2024","Mon Jan 22 06:34:05 GMT 2024","8","createSchema","","","","","userSelected should create schema correctly",""
"passed","Mon Jan 22 06:34:02 GMT 2024","Mon Jan 22 06:34:02 GMT 2024","9","hasAppCode","","","","","should pass (input: 123, appCode: App, result: false)",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","12","convertFieldValue","","","","","[15] convert DATE field correctly",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","22","convertFieldValue","","","","","[25] convert GROUP_SELECT field correctly",""
"passed","Mon Jan 22 06:34:01 GMT 2024","Mon Jan 22 06:34:01 GMT 2024","31","parseCsv","","","","","should convert csv string to JSON correctly (CRLF)",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","13","convertFieldValue","","","","","[17] convert CHECK_BOX field correctly",""
"passed","Mon Jan 22 06:33:58 GMT 2024","Mon Jan 22 06:33:58 GMT 2024","15","validateRecordNumbers","","","","","should throw error when the record number is invalid",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","13","convertFieldValue","","","","","[25] convert GROUP_SELECT field correctly",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","4","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError)",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","22","convertFieldValue","","","","","[28] convert STATUS field correctly",""
"passed","Mon Jan 22 06:33:58 GMT 2024","Mon Jan 22 06:33:58 GMT 2024","7","UpsertRecordsError","","","","","should return error message",""
"passed","Mon Jan 22 06:33:58 GMT 2024","Mon Jan 22 06:33:58 GMT 2024","8","deleteAllRecords","","","","","should not fail",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","17","convertFieldValue","","","","","[4] convert SINGLE_LINE_TEXT field correctly",""
"passed","Mon Jan 22 06:34:01 GMT 2024","Mon Jan 22 06:34:01 GMT 2024","34","File Generator functions","Generate file success","","","","should generate file correctly with baseDir",""
"passed","Mon Jan 22 06:34:02 GMT 2024","Mon Jan 22 06:34:02 GMT 2024","12","createSchema","","","","","userSelected should create schema correctly",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","16","convertFieldValue","","","","","[28] convert SUBTABLE field correctly",""
"passed","Mon Jan 22 06:32:52 GMT 2024","Mon Jan 22 06:32:52 GMT 2024","13","convertFieldValue","","","","","[20] convert FILE field correctly",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","31","readFile","","","","","can read utf8 encoded csv file correctly",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","19","convertFieldValue","","","","","[7] convert DROP_DOWN field correctly",""
"passed","Mon Jan 22 06:32:56 GMT 2024","Mon Jan 22 06:32:56 GMT 2024","5","logHandler","","","","","should set ""info"" to the log config level when log-level argument is ""info""",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","16","convertFieldValue","","","","","[0] convert RECORD_NUMBER field correctly",""
"passed","Mon Jan 22 06:32:56 GMT 2024","Mon Jan 22 06:32:56 GMT 2024","4","DeleteRecordsError","","","","","should return error message",""
"passed","Mon Jan 22 06:33:57 GMT 2024","Mon Jan 22 06:33:57 GMT 2024","8","fieldInSubtableReader","","","","","missing field value",""
"passed","Mon Jan 22 06:32:53 GMT 2024","Mon Jan 22 06:32:53 GMT 2024","3","DeleteAllRecordsError","","","","","should return error message",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","8","logHandler","","","","","should set ""none"" to the log config level when log-level argument is ""none""",""
"passed","Mon Jan 22 06:34:01 GMT 2024","Mon Jan 22 06:34:01 GMT 2024","33","parseCsv","","","","","should convert csv string to JSON correctly (CR)",""
"passed","Mon Jan 22 06:33:55 GMT 2024","Mon Jan 22 06:33:55 GMT 2024","21","convertFieldValue","","","","","[23] convert USER_SELECT field correctly",""
"passed","Mon Jan 22 06:33:51 GMT 2024","Mon Jan 22 06:33:51 GMT 2024","10","api","","","","","should pass apiToken to the apiClient correctly",""
"passed","Mon Jan 22 06:34:02 GMT 2024","Mon Jan 22 06:34:02 GMT 2024","26","parseCsv","","","","","should convert empty csv string to JSON correctly",""
"passed","Mon Jan 22 06:33:54 GMT 2024","Mon Jan 22 06:33:54 GMT 2024","17","convertFieldValue","","","","","[4] convert NUMBER field correctly",""
"passed","Mon Jan 22 06:32:51 GMT 2024","Mon Jan 22 06:32:51 GMT 2024","35","upsertRecords","","","","","should throw error because the record numbers are mixed with those with and without app code",""
"passed","Mon Jan 22 06:33:56 GMT 2024","Mon Jan 22 06:33:56 GMT 2024","14","userSelected","","","","","should throw an Error if specified field is in a Table field",""
"passed","Mon Jan 22 06:32:55 GMT 2024","Mon Jan 22 06:32:55 GMT 2024","6","File Generator functions","Generate file success","","","","should generate file correctly",""
"passed","Mon Jan 22 06:32:51 GMT 2024","Mon Jan 22 06:32:51 GMT 2024","21","addRecords","","","","","should upload files correctly when attachmentsDir is given and with subtable",""
"passed","Mon Jan 22 06:34:03 GMT 2024","Mon Jan 22 06:34:03 GMT 2024","8","logHandler","","","","","should set ""error"" to the log config level when log-level argument is ""error""",""
"passed","Mon Jan 22 06:33:56 GMT 2024","Mon Jan 22 06:33:56 GMT 2024","6","Helper functions","generateCsvRow","","","","should generate CSV row correctly",""
