"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 19 03:59:44 GMT 2024","Mon Feb 19 03:59:44 GMT 2024","26","parseCsv","","","","","should convert csv string to JSON correctly (CR)",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","13","convertFieldValue","","","","","[17] convert CHECK_BOX field correctly",""
"passed","Mon Feb 19 04:00:25 GMT 2024","Mon Feb 19 04:00:25 GMT 2024","99","","CliKintoneTest-134 Should return the error message when authorizing with username/password.","","","","CliKintoneTest-134 Should return the error message when authorizing with username/password.",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","13","getAllRecords","","","","","should pass parameters to the apiClient correctly (without orderBy)",""
"passed","Mon Feb 19 04:02:16 GMT 2024","Mon Feb 19 04:02:16 GMT 2024","594","","CliKintoneTest-82 Should return the error message when exporting the record with a draft API Token.","","","","CliKintoneTest-82 Should return the error message when exporting the record with a draft API Token.",""
"passed","Mon Feb 19 03:59:45 GMT 2024","Mon Feb 19 03:59:45 GMT 2024","9","parseCsv","","","","","should return the correct record number from CSV without subtable",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","10","convertFieldValue","","","","","[4] convert SINGLE_LINE_TEXT field correctly",""
"passed","Mon Feb 19 04:02:04 GMT 2024","Mon Feb 19 04:02:08 GMT 2024","3685","","CliKintoneTest-79 Should return the record contents in CSV format of the app in a space.","","","","CliKintoneTest-79 Should return the record contents in CSV format of the app in a space.",""
"passed","Mon Feb 19 03:59:53 GMT 2024","Mon Feb 19 03:59:53 GMT 2024","97","","CliKintoneTest-4 Should return the help description by --help","","","","CliKintoneTest-4 Should return the help description by --help",""
"passed","Mon Feb 19 03:59:45 GMT 2024","Mon Feb 19 03:59:45 GMT 2024","21","isMismatchEncoding","","","","","should detect the mismatch encoding correctly",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","9","convertFieldValue","","","","","[2] convert MODIFIER field correctly",""
"passed","Mon Feb 19 03:59:44 GMT 2024","Mon Feb 19 03:59:44 GMT 2024","6","stringifier","","","","","should stringify records as csv correctly (iterative)",""
"passed","Mon Feb 19 04:04:27 GMT 2024","Mon Feb 19 04:04:31 GMT 2024","4032","","CliKintoneTest-30 Should import the records successfully with username and password.","","","","CliKintoneTest-30 Should import the records successfully with username and password.",""
"passed","Mon Feb 19 03:59:39 GMT 2024","Mon Feb 19 03:59:39 GMT 2024","28","upsertRecords","","","","","should throw error when the field specified in schema does not exist on input record",""
"passed","Mon Feb 19 04:02:23 GMT 2024","Mon Feb 19 04:02:27 GMT 2024","3964","","CliKintoneTest-87 Should return the record contents in CSV format with --username and --password options.","","","","CliKintoneTest-87 Should return the record contents in CSV format with --username and --password options.",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","12","convertFieldValue","","","","","[12] convert MULTI_SELECT field correctly",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","18","Helper functions","compareBuffers","","","","should return TRUE if two buffers are the same",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","10","convertFieldValue","","","","","[3] convert UPDATED_TIME field correctly",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","14","convertFieldValue","","","","","[19] convert FILE field correctly",""
"passed","Mon Feb 19 04:01:38 GMT 2024","Mon Feb 19 04:01:38 GMT 2024","114","","CliKintoneTest-153 Should return the error message when specifying an encoded sjis CSV file, and --encoding option is utf8.","","","","CliKintoneTest-153 Should return the error message when specifying an encoded sjis CSV file, and --encoding option is utf8.",""
"passed","Mon Feb 19 04:01:38 GMT 2024","Mon Feb 19 04:01:40 GMT 2024","1359","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.","","","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.",""
"passed","Mon Feb 19 04:05:32 GMT 2024","Mon Feb 19 04:05:32 GMT 2024","109","","CliKintoneTest-41 Should return the error message when lacking of --file-path option.","","","","CliKintoneTest-41 Should return the error message when lacking of --file-path option.",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","13","convertFieldValue","","","","","[16] convert MULTI_SELECT field correctly",""
"passed","Mon Feb 19 04:02:08 GMT 2024","Mon Feb 19 04:02:12 GMT 2024","4127","","CliKintoneTest-80 Should return the record contents in CSV format with an invalid --api-token and a valid --username/--password.","","","","CliKintoneTest-80 Should return the record contents in CSV format with an invalid --api-token and a valid --username/--password.",""
"passed","Mon Feb 19 03:59:39 GMT 2024","Mon Feb 19 03:59:39 GMT 2024","10","addRecords","","","","","should includes a Record Number field",""
"passed","Mon Feb 19 03:59:43 GMT 2024","Mon Feb 19 03:59:43 GMT 2024","12","File Generator functions","Generate file success","","","","should generate file correctly",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","18","Helper functions","compareBuffers","","","","should return FALSE if two buffers are different",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","8","convertFieldValue","","","","","[0] convert RECORD_NUMBER field correctly",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","12","convertFieldValue","","","","","[10] convert RADIO_BUTTON field correctly",""
"passed","Mon Feb 19 04:03:48 GMT 2024","Mon Feb 19 04:03:52 GMT 2024","4002","","CliKintoneTest-111 Should return the record contents when exporting the record with --encoding option is utf8.","","","","CliKintoneTest-111 Should return the record contents when exporting the record with --encoding option is utf8.",""
"passed","Mon Feb 19 03:59:40 GMT 2024","Mon Feb 19 03:59:40 GMT 2024","4","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError)",""
"passed","Mon Feb 19 03:59:41 GMT 2024","Mon Feb 19 03:59:41 GMT 2024","10","userSelected","","","","","should throw an Error if specified field does not exist",""
