"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 19 15:20:25 GMT 2024","Mon Feb 19 15:20:25 GMT 2024","9","addRecords","","","","","should includes a Record Number field",""
"passed","Mon Feb 19 15:20:34 GMT 2024","Mon Feb 19 15:20:35 GMT 2024","601","","CliKintoneTest-15 Should return the error message when the API token is incorrect","","","","CliKintoneTest-15 Should return the error message when the API token is incorrect",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","20","convertFieldValue","","","","","[29] convert STATUS_ASSIGNEE field correctly",""
"passed","Mon Feb 19 15:20:30 GMT 2024","Mon Feb 19 15:20:30 GMT 2024","7","File Generator functions","Generate file success","","","","should generate file correctly with baseDir",""
"passed","Mon Feb 19 15:20:28 GMT 2024","Mon Feb 19 15:20:28 GMT 2024","4","UpsertRecordsError","","","","","should return error message",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","28","upsertRecords","","","","","should throw error when update key field does not exist on input record",""
"passed","Mon Feb 19 15:20:32 GMT 2024","Mon Feb 19 15:20:32 GMT 2024","111","","CliKintoneTest-10 Should return the error message when lacking of --app option","","","","CliKintoneTest-10 Should return the error message when lacking of --app option",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","9","convertFieldValue","","","","","[4] convert SINGLE_LINE_TEXT field correctly",""
"passed","Mon Feb 19 15:20:27 GMT 2024","Mon Feb 19 15:20:27 GMT 2024","5","deleteRecords","","","","","should not fail",""
"passed","Mon Feb 19 15:20:30 GMT 2024","Mon Feb 19 15:20:30 GMT 2024","10","parseCsv","","","","","should convert csv string to JSON correctly",""
"passed","Mon Feb 19 15:20:34 GMT 2024","Mon Feb 19 15:20:34 GMT 2024","606","","CliKintoneTest-14 Should return the error message when no authorized information","","","","CliKintoneTest-14 Should return the error message when no authorized information",""
"passed","Mon Feb 19 15:20:30 GMT 2024","Mon Feb 19 15:20:30 GMT 2024","104","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand","","","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","18","convertFieldValue","","","","","[25] convert GROUP_SELECT field correctly",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","9","convertFieldValue","","","","","[2] convert RADIO_BUTTON field correctly",""
"passed","Mon Feb 19 15:20:28 GMT 2024","Mon Feb 19 15:20:28 GMT 2024","9","deleteAllRecords","","","","","should not fail",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","20","convertFieldValue","","","","","[28] convert SUBTABLE field correctly",""
"passed","Mon Feb 19 15:20:31 GMT 2024","Mon Feb 19 15:20:31 GMT 2024","9","createSchema","","","","","userSelected should create schema correctly",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","17","convertFieldValue","","","","","[16] convert MULTI_SELECT field correctly",""
"failed","Mon Feb 19 15:20:25 GMT 2024","Mon Feb 19 15:20:25 GMT 2024","17","api","","","","","should pass username and password to the apiClient correctly",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","4","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneAllRecordsError)",""
"passed","Mon Feb 19 15:20:26 GMT 2024","Mon Feb 19 15:20:26 GMT 2024","10","convertFieldValue","","","","","[5] convert NUMBER field correctly",""
"passed","Mon Feb 19 15:20:30 GMT 2024","Mon Feb 19 15:20:30 GMT 2024","12","readFile","","","","","can detect file format correctly",""
"passed","Mon Feb 19 15:20:30 GMT 2024","Mon Feb 19 15:20:31 GMT 2024","6","logHandler","","","","","should set ""warn"" to the log config level when log-level argument is ""warn""",""
"passed","Mon Feb 19 15:20:27 GMT 2024","Mon Feb 19 15:20:27 GMT 2024","5","Helper functions","replacePlaceholders","","","","should replace placeholders correctly",""
"passed","Mon Feb 19 15:20:28 GMT 2024","Mon Feb 19 15:20:28 GMT 2024","6","validateRecordNumbers","","","","","should not throw error",""
"passed","Mon Feb 19 15:20:25 GMT 2024","Mon Feb 19 15:20:25 GMT 2024","13","addRecords","","","","","should throw error when attachmentsDir is NOT given",""
