"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","11","convertFieldValue","","","","","[7] convert DROP_DOWN field correctly",""
"passed","Wed Apr 03 07:13:49 GMT 2024","Wed Apr 03 07:13:49 GMT 2024","9","getRecords","","","","","can get records",""
"passed","Wed Apr 03 07:14:00 GMT 2024","Wed Apr 03 07:14:00 GMT 2024","112","","CliKintoneTest-1 Should return the error message when specifying unknown option","","","","CliKintoneTest-1 Should return the error message when specifying unknown option",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","15","convertFieldValue","","","","","[21] convert USER_SELECT field correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","12","convertFieldValue","","","","","[2] convert RADIO_BUTTON field correctly",""
"passed","Wed Apr 03 07:13:51 GMT 2024","Wed Apr 03 07:13:51 GMT 2024","14","convertFieldValue","","","","","[21] convert DATETIME field correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","13","convertFieldValue","","","","","[11] convert DATETIME field correctly",""
"passed","Wed Apr 03 07:13:51 GMT 2024","Wed Apr 03 07:13:51 GMT 2024","15","convertFieldValue","","","","","[26] convert GROUP_SELECT field correctly",""
"passed","Wed Apr 03 07:13:52 GMT 2024","Wed Apr 03 07:13:52 GMT 2024","4","AddRecordsError","","","","","should return error message",""
"passed","Wed Apr 03 07:13:53 GMT 2024","Wed Apr 03 07:13:53 GMT 2024","15","csvStringifier","","","","","should convert kintone records to csv string correctly when SUBTABLE included with attachmentsDir option",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","14","convertFieldValue","","","","","[16] convert MULTI_SELECT field correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","10","convertFieldValue","","","","","[4] convert NUMBER field correctly",""
"passed","Wed Apr 03 07:13:49 GMT 2024","Wed Apr 03 07:13:49 GMT 2024","27","getRecords","","","","","should throw error when API response is error",""
"passed","Wed Apr 03 07:13:56 GMT 2024","Wed Apr 03 07:13:56 GMT 2024","8","parseCsv","","","","","should return the correct record number from CSV without subtable",""
"passed","Wed Apr 03 07:13:52 GMT 2024","Wed Apr 03 07:13:52 GMT 2024","4","fieldInSubtableReader","","","","","all fields have valid value",""
"passed","Wed Apr 03 07:13:49 GMT 2024","Wed Apr 03 07:13:49 GMT 2024","6","api","","","","","should pass guestSpaceId to the apiClient correctly",""
"passed","Wed Apr 03 07:14:02 GMT 2024","Wed Apr 03 07:14:03 GMT 2024","676","","CliKintoneTest-12 Should return the error message when the app doesn't exist","","","","CliKintoneTest-12 Should return the error message when the app doesn't exist",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","9","upsertRecords","","","","","should upsert records correctly with record number",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","8","withIndexIterator","","","","","can iterate from data source with index",""
"skipped","Wed Apr 03 07:13:49 GMT 2024","Wed Apr 03 07:13:49 GMT 2024","15","getRecords","","","","","can download files including special characters in subTable",""
"passed","Wed Apr 03 07:13:56 GMT 2024","Wed Apr 03 07:13:56 GMT 2024","3","utils/operateFilename.ts","","","","","should replace a special character",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","11","convertFieldValue","","","","","[0] convert RECORD_NUMBER field correctly",""
"passed","Wed Apr 03 07:13:53 GMT 2024","Wed Apr 03 07:13:53 GMT 2024","17","csvStringifier","","","","","should convert empty array to csv string correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","12","upsertRecords","","","","","should upsert records correctly with record number on kintone has app code",""
"passed","Wed Apr 03 07:13:49 GMT 2024","Wed Apr 03 07:13:49 GMT 2024","8","addRecords","","","","","should pass parameters to the apiClient correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","6","groupByKey","","","","","can separate date source by group",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","33","upsertRecords","","","","","should throw error because the record numbers are mixed with those with and without app code",""
"passed","Wed Apr 03 07:13:51 GMT 2024","Wed Apr 03 07:13:51 GMT 2024","9","convertFieldValue","","","","","[2] convert MODIFIER field correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","16","convertFieldValue","","","","","[25] convert GROUP_SELECT field correctly",""
"passed","Wed Apr 03 07:13:54 GMT 2024","Wed Apr 03 07:13:54 GMT 2024","10","File Generator functions","Generate file success","","","","should generate file correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","5","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError with GAIA_IL23)",""
"passed","Wed Apr 03 07:13:52 GMT 2024","Wed Apr 03 07:13:52 GMT 2024","4","ProgressLogger","","","","","should show progress logs correctly",""
"passed","Wed Apr 03 07:13:54 GMT 2024","Wed Apr 03 07:13:54 GMT 2024","22","parseCsv","","","","","should convert csv string to JSON correctly (CR)",""
"passed","Wed Apr 03 07:14:00 GMT 2024","Wed Apr 03 07:14:00 GMT 2024","96","","CliKintoneTest-4 Should return the help description by --help","","","","CliKintoneTest-4 Should return the help description by --help",""
"passed","Wed Apr 03 07:13:55 GMT 2024","Wed Apr 03 07:13:55 GMT 2024","3","ParserError","","","","","should be constructed with string cause",""
"passed","Wed Apr 03 07:13:53 GMT 2024","Wed Apr 03 07:13:53 GMT 2024","398","main","","","","","should throw error when an undefined command is passed",""
"passed","Wed Apr 03 07:13:54 GMT 2024","Wed Apr 03 07:13:54 GMT 2024","19","File Generator functions","","","","","should throw error when file path is invalid",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","26","upsertRecords","","","","","should throw error when unsupported field is passed as update key",""
"passed","Wed Apr 03 07:13:51 GMT 2024","Wed Apr 03 07:13:51 GMT 2024","13","convertFieldValue","","","","","[15] convert DATE field correctly",""
"passed","Wed Apr 03 07:13:49 GMT 2024","Wed Apr 03 07:13:49 GMT 2024","8","api","","","","","should pass basic auth params to the apiClient correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","17","convertFieldValue","","","","","[29] convert STATUS_ASSIGNEE field correctly",""
"passed","Wed Apr 03 07:13:50 GMT 2024","Wed Apr 03 07:13:50 GMT 2024","13","convertFieldValue","","","","","[15] convert MODIFIER field correctly",""
"passed","Wed Apr 03 07:13:55 GMT 2024","Wed Apr 03 07:13:55 GMT 2024","15","hasAppCode","","","","","should throw with invalid error (input: App-123, appCode: )",""
"passed","Wed Apr 03 07:13:51 GMT 2024","Wed Apr 03 07:13:51 GMT 2024","5","Helper functions","replacePlaceholders","","","","should replace placeholders correctly",""
"passed","Wed Apr 03 07:13:51 GMT 2024","Wed Apr 03 07:13:51 GMT 2024","15","convertFieldValue","","","","","[22] convert USER_SELECT field correctly",""
"passed","Wed Apr 03 07:13:52 GMT 2024","Wed Apr 03 07:13:52 GMT 2024","9","validateRecordNumbers","","","","","should throw error when the record number is invalid",""
