"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 07:05:37 GMT 2024","Thu Jan 11 07:05:37 GMT 2024","107","","CliKintoneTest-10 Should return the error message when lacking of --app option","","","","CliKintoneTest-10 Should return the error message when lacking of --app option",""
"passed","Thu Jan 11 07:05:35 GMT 2024","Thu Jan 11 07:05:36 GMT 2024","112","","CliKintoneTest-1 Should return the error message when specifying unknown option","","","","CliKintoneTest-1 Should return the error message when specifying unknown option",""
"passed","Thu Jan 11 07:05:36 GMT 2024","Thu Jan 11 07:05:36 GMT 2024","107","","CliKintoneTest-5 Should return the error message when lacking of --base-url option","","","","CliKintoneTest-5 Should return the error message when lacking of --base-url option",""
"passed","Thu Jan 11 07:05:39 GMT 2024","Thu Jan 11 07:05:39 GMT 2024","538","","CliKintoneTest-15 Should return the error message when the API token is incorrect","","","","CliKintoneTest-15 Should return the error message when the API token is incorrect",""
"passed","Thu Jan 11 07:05:36 GMT 2024","Thu Jan 11 07:05:36 GMT 2024","93","","CliKintoneTest-3 Should return the cli-kintone version in correct format when using `cli-kintone --version`","","","","CliKintoneTest-3 Should return the cli-kintone version in correct format when using `cli-kintone --version`",""
"passed","Thu Jan 11 07:05:40 GMT 2024","Thu Jan 11 07:05:40 GMT 2024","479","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)","","","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)",""
"passed","Thu Jan 11 07:05:38 GMT 2024","Thu Jan 11 07:05:39 GMT 2024","480","","CliKintoneTest-14 Should return the error message when no authorized information","","","","CliKintoneTest-14 Should return the error message when no authorized information",""
"passed","Thu Jan 11 07:05:39 GMT 2024","Thu Jan 11 07:05:40 GMT 2024","466","","CliKintoneTest-17 Should return the error message when the user information is incorrect","","","","CliKintoneTest-17 Should return the error message when the user information is incorrect",""
"passed","Thu Jan 11 07:05:37 GMT 2024","Thu Jan 11 07:05:38 GMT 2024","576","","CliKintoneTest-12 Should return the error message when the app doesn't exist","","","","CliKintoneTest-12 Should return the error message when the app doesn't exist",""
"passed","Thu Jan 11 07:05:36 GMT 2024","Thu Jan 11 07:05:36 GMT 2024","98","","CliKintoneTest-4 Should return the help description by --help","","","","CliKintoneTest-4 Should return the help description by --help",""
"passed","Thu Jan 11 07:05:37 GMT 2024","Thu Jan 11 07:05:37 GMT 2024","99","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS","","","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS",""
"passed","Thu Jan 11 07:05:38 GMT 2024","Thu Jan 11 07:05:38 GMT 2024","562","","CliKintoneTest-13 Should return the error message when missing the --guest-space-id option and the app is in a guest space.","","","","CliKintoneTest-13 Should return the error message when missing the --guest-space-id option and the app is in a guest space.",""
"passed","Thu Jan 11 07:05:36 GMT 2024","Thu Jan 11 07:05:37 GMT 2024","893","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain","","","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain",""
"passed","Thu Jan 11 07:05:36 GMT 2024","Thu Jan 11 07:05:36 GMT 2024","100","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand","","","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand",""
"passed","Thu Jan 11 07:05:40 GMT 2024","Thu Jan 11 07:05:41 GMT 2024","523","","CliKintoneTest-19 Should return the error message when incorrect authorization information (password)","","","","CliKintoneTest-19 Should return the error message when incorrect authorization information (password)",""
"passed","Thu Jan 11 07:05:37 GMT 2024","Thu Jan 11 07:05:37 GMT 2024","107","","CliKintoneTest-11 Should return the error message when lacking the value of --app option","","","","CliKintoneTest-11 Should return the error message when lacking the value of --app option",""
"passed","Thu Jan 11 07:05:37 GMT 2024","Thu Jan 11 07:05:37 GMT 2024","98","","CliKintoneTest-9 Should return the error message when the baseUrl is not URL format","","","","CliKintoneTest-9 Should return the error message when the baseUrl is not URL format",""
